,tconst,averagerating,numvotes
62592,tt2429144,76,1087
62593,tt2429640,49,2145
62594,tt2430040,82,20
62595,tt2431788,67,31
62596,tt2432832,69,303
62597,tt2433448,75,282
62598,tt2435488,50,5
62599,tt2437712,47,145
62600,tt2438152,62,12
62601,tt2442222,51,31
62602,tt2443822,54,4251
62603,tt2447982,52,10
62604,tt2451602,41,7
62605,tt2451840,89,12
62606,tt2456524,50,13
62607,tt2457170,48,13
62608,tt2459028,20,786
62609,tt2460488,24,1654
62610,tt2461740,89,34
62611,tt2463524,33,253
62612,tt2466622,59,54
62613,tt2467442,73,777
62614,tt2471640,80,17443
62615,tt2471706,77,41
62616,tt2473514,88,8
62617,tt2478746,74,838
62618,tt2481130,75,8
62619,tt2487866,45,24
62620,tt2492738,49,134
62621,tt2493486,62,35943
62622,tt2499326,87,21
62623,tt2504610,63,6
62624,tt2507174,69,155
62625,tt2510468,62,13
62626,tt2510506,63,40
62627,tt2511228,66,5
62628,tt2512860,69,9
62629,tt2514592,65,41
62630,tt2515030,65,19419
62631,tt2515214,65,643
62632,tt2515456,46,120
62633,tt2522530,59,49
62634,tt2526482,71,11
62635,tt2527256,70,24
62636,tt2529256,75,199
62637,tt2530392,73,950
62638,tt2530756,61,114
62639,tt2538130,65,861
62640,tt2538654,43,542
62641,tt2542616,62,443
62642,tt2543698,63,431
62643,tt2545384,39,303
62644,tt2546150,84,41
62645,tt2546868,68,13
62646,tt2549190,67,101
62647,tt2551428,52,432
62648,tt2553908,62,799
62649,tt2556840,75,16
62650,tt2559232,65,82
62651,tt2559658,76,56
62652,tt2567060,74,40
62653,tt2569186,61,49
62654,tt2570738,57,990
62655,tt2574088,66,5
62656,tt2580150,65,809
62657,tt2580928,59,230
62658,tt2581664,65,110
62659,tt2582572,86,48
62660,tt2584380,61,251
62661,tt2585526,50,26
62662,tt2589434,54,31
62663,tt2592194,80,8
62664,tt2592336,69,1791
62665,tt2593270,56,32
62666,tt2604704,39,255
62667,tt2606924,65,349
62668,tt2608732,75,12999
62669,tt2609222,64,2897
62670,tt2611652,75,6514
62671,tt2614428,71,167
62672,tt2622988,36,152
62673,tt2624220,71,45
62674,tt2626216,68,78
62675,tt2626798,67,10
62676,tt2630162,65,20
62677,tt2631186,81,93243
62678,tt2637012,38,242
62679,tt2637580,41,457
62680,tt2645124,64,51
62681,tt2650954,62,400
62682,tt2652092,74,25232
62683,tt2653882,67,241
62684,tt2654738,22,122
62685,tt2663744,42,817
62686,tt2664766,58,25
62687,tt2665470,52,316
62688,tt2668800,64,722
62689,tt2669766,59,1322
62690,tt2678448,64,326
62691,tt2679680,67,128
62692,tt2690160,26,1077
62693,tt2692424,51,7
62694,tt2709490,71,7
62695,tt2709716,44,95
62696,tt2712156,30,8
62697,tt2713972,78,5
62698,tt2714732,86,11
62699,tt2719370,75,324
62700,tt2719642,60,13
62701,tt2720792,75,8
62702,tt2723334,50,17
62703,tt2730090,61,41
62704,tt2734744,56,30
62705,tt2739140,81,7
62706,tt2739792,46,9
62707,tt2747458,52,85
62708,tt2747964,69,9
62709,tt2751140,27,422
62710,tt2753874,62,6
62711,tt2758880,82,37048
62712,tt2760370,68,9
62713,tt2766858,72,31
62714,tt2767204,48,35
62715,tt2768474,68,51
62716,tt2770950,51,513
62717,tt2779656,47,13
62718,tt2780498,66,5
62719,tt2784512,48,14825
62720,tt2785148,88,6
62721,tt2788716,59,17259
62722,tt2791026,38,433
62723,tt2795064,75,8
62724,tt2798680,28,549
62725,tt2799116,72,14
62726,tt2800308,64,11
62727,tt2806500,77,41
62728,tt2811810,66,27
62729,tt2812344,50,5
62730,tt2814858,74,7
62731,tt2815720,51,201
62732,tt2815922,32,32
62733,tt2816806,55,10
62734,tt2820354,54,16
62735,tt2821862,86,5
62736,tt2825768,73,60
62737,tt2831378,88,5
62738,tt2833788,80,8
62739,tt2837194,42,259
62740,tt2845640,55,14
62741,tt2854876,45,105
62742,tt2857196,86,71
62743,tt2861344,70,258
62744,tt2862538,86,12
62745,tt2865690,82,10
62746,tt2865984,62,6
62747,tt2872640,72,72
62748,tt2876908,67,97
62749,tt2877914,46,11
62750,tt2881698,51,3898
62751,tt2883630,54,18
62752,tt2885396,89,31
62753,tt2887702,77,11
62754,tt2889820,63,42
62755,tt2894402,55,8
62756,tt2901962,47,929
62757,tt2902612,78,59
62758,tt2903076,54,10
62759,tt2903778,22,83
62760,tt2907434,43,49
62761,tt2907596,58,58
62762,tt2909196,57,89
62763,tt2909396,30,191
62764,tt2910482,80,6
62765,tt2912316,69,18
62766,tt2915852,86,11
62767,tt2920672,54,33
62768,tt2920782,61,9
62769,tt2921178,39,45
62770,tt2922382,75,3938
62771,tt2926238,56,135
62772,tt2927084,51,137
62773,tt2931920,48,14
62774,tt2934696,66,47
62775,tt2935564,71,8941
62776,tt2936864,63,88
62777,tt2937904,75,12
62778,tt2941364,72,8
62779,tt2942444,86,25
62780,tt2942512,69,949
62781,tt2945380,73,42
62782,tt2946050,48,216
62783,tt2948426,40,181
62784,tt2950996,38,262
62785,tt2951396,34,330
62786,tt2951706,60,64
62787,tt2954474,53,8990
62788,tt2956858,60,26
62789,tt2957878,62,5
62790,tt2960004,76,636
62791,tt2961174,75,70
62792,tt2961890,77,559
62793,tt2962488,70,26
62794,tt2966560,43,23
62795,tt2977070,60,31
62796,tt2978426,54,1786
62797,tt2980516,77,361534
62798,tt2980672,73,21
62799,tt2980728,73,101
62800,tt2983602,64,10
62801,tt2992644,76,5
62802,tt2992946,73,18
62803,tt2992996,74,45
62804,tt2994566,75,11
62805,tt2996696,84,5
62806,tt2998906,30,14
62807,tt2999826,65,26
62808,tt3000686,61,23
62809,tt3004140,74,19
62810,tt3004278,56,825
62811,tt3007826,41,8
62812,tt3011934,57,134
62813,tt3017010,72,16
62814,tt3021842,58,9
62815,tt3030958,70,26
62816,tt3031048,72,108
62817,tt3031896,58,116
62818,tt3032040,62,286
62819,tt3033478,69,1006
62820,tt3037406,65,158
62821,tt3038254,54,7
62822,tt3040216,51,345
62823,tt3040964,74,240821
62824,tt3041784,58,24
62825,tt3042886,76,11
62826,tt3044214,81,14
62827,tt3059576,12,392
62828,tt3062986,22,29
62829,tt3064438,59,216
62830,tt3066886,60,542
62831,tt3068650,33,735
62832,tt3070506,59,13
62833,tt3077108,66,3468
62834,tt3077150,64,339
62835,tt3081644,60,9
62836,tt3088318,86,7
62837,tt3089272,62,20
62838,tt3093522,38,3374
62839,tt3095214,75,6
62840,tt3096778,83,271
62841,tt3097084,69,4393
62842,tt3102440,62,3330
62843,tt3104324,68,18
62844,tt3108244,62,6720
62845,tt3110958,65,216219
62846,tt3111528,80,7
62847,tt3116054,47,141
62848,tt3116576,70,33
62849,tt3117784,59,27
62850,tt3118840,66,9
62851,tt3118888,67,14
62852,tt3121430,73,12
62853,tt3121710,81,24
62854,tt3123188,75,41
62855,tt3125386,65,6
62856,tt3125566,16,23
62857,tt3129196,80,9
62858,tt3132106,82,6
62859,tt3136490,50,68
62860,tt3138596,63,191
62861,tt3141912,47,2871
62862,tt3142242,65,133
62863,tt3146520,53,13
62864,tt3147062,82,5
62865,tt3148978,45,224
62866,tt3150796,35,186
62867,tt3150876,72,119
62868,tt3153634,83,4045
62869,tt3154314,38,5
62870,tt3155242,58,3606
62871,tt3159522,35,8
62872,tt3160450,68,176
62873,tt3164774,76,46
62874,tt3165442,66,12
62875,tt3166562,70,72
62876,tt3167458,44,46
62877,tt3169736,51,71
62878,tt3172410,72,6
62879,tt3175554,60,46
62880,tt3176414,57,32
62881,tt3179510,56,5
62882,tt3181898,39,640
62883,tt3184212,46,45
62884,tt3184666,68,223
62885,tt3184756,65,479
62886,tt3196650,72,6
62887,tt3202392,54,349
62888,tt3204144,66,4691
62889,tt3205010,49,38
62890,tt3206416,70,100
62891,tt3213222,49,144
62892,tt3213622,58,625
62893,tt3216288,10,440
62894,tt3216386,62,18
62895,tt3219310,29,451
62896,tt3221936,42,16
62897,tt3223338,46,9
62898,tt3225260,82,52
62899,tt3227010,71,87
62900,tt3228088,45,869
62901,tt3228302,64,318
62902,tt3230006,48,6
62903,tt3232142,80,33
62904,tt3235888,69,182839
62905,tt3236976,41,1217
62906,tt3239708,68,33
62907,tt3240086,61,35
62908,tt3240752,75,351
62909,tt3243874,78,6
62910,tt3244320,59,7
62911,tt3245206,81,40
62912,tt3246436,78,8
62913,tt3246600,55,38
62914,tt3247286,54,278
62915,tt3250590,64,91
62916,tt3256146,54,22
62917,tt3262534,43,17
62918,tt3263052,77,23
62919,tt3263520,70,1215
62920,tt3263716,90,65
62921,tt3263996,75,2217
62922,tt3265262,73,1512
62923,tt3266324,53,142
62924,tt3273284,83,19
62925,tt3276518,34,500
62926,tt3281212,72,13
62927,tt3281622,82,13
62928,tt3283556,59,2366
62929,tt3283734,86,10
62930,tt3291632,24,194
62931,tt3295872,73,15
62932,tt3296724,62,5
62933,tt3296742,46,59
62934,tt3296776,56,5
62935,tt3297382,42,1089
62936,tt3300980,74,12071
62937,tt3302594,61,743
62938,tt3303416,63,269
62939,tt3306858,63,1063
62940,tt3310600,58,94
62941,tt3312100,72,167
62942,tt3314376,65,1097
62943,tt3320632,66,11
62944,tt3335592,67,10
62945,tt3335882,89,18
62946,tt3337858,58,69
62947,tt3338932,71,21
62948,tt3341598,70,142
62949,tt3342254,71,22
62950,tt3343016,59,35
62951,tt3344050,76,7
62952,tt3345206,76,643
62953,tt3347782,71,39
62954,tt3348396,65,83
62955,tt3350244,75,89
62956,tt3351348,68,31
62957,tt3351428,52,200
62958,tt3355274,81,33
62959,tt3361068,32,98
62960,tt3362238,49,466
62961,tt3367296,70,27
62962,tt3368222,69,2414
62963,tt3371366,52,119007
62964,tt3376504,60,21
62965,tt3376620,93,33
62966,tt3377374,67,112
62967,tt3378000,22,113
62968,tt3378280,55,15
62969,tt3386210,79,41
62970,tt3387536,82,6
62971,tt3387542,48,36423
62972,tt3396166,48,1250
62973,tt3399050,72,27
62974,tt3401026,78,12
62975,tt3407320,63,12
62976,tt3408060,56,38
62977,tt3410440,63,9
62978,tt3412858,74,53
62979,tt3415660,72,13
62980,tt3421318,84,71
62981,tt3422716,46,294
62982,tt3423376,57,10
62983,tt3430416,66,2618
62984,tt3430498,71,54
62985,tt3435334,73,27
62986,tt3443500,82,13
62987,tt3446852,61,546
62988,tt3447950,79,36
62989,tt3448124,32,328
62990,tt3457798,83,12
62991,tt3469330,65,36
62992,tt3474788,75,489
62993,tt3475596,61,2106
62994,tt3480386,56,10
62995,tt3486256,69,10
62996,tt3488328,52,5511
62997,tt3488668,66,343
62998,tt3490320,61,22
62999,tt3495832,60,10
63000,tt3498820,78,583507
63001,tt3509240,87,43
63002,tt3512160,71,675
63003,tt3514844,78,6
63004,tt3517912,79,211
63005,tt3519248,80,10
63006,tt3521126,74,111737
63007,tt3524188,54,5
63008,tt3527166,47,262
63009,tt3529010,68,255
63010,tt3534878,77,23
63011,tt3539930,36,18
63012,tt3544362,50,43
63013,tt3546398,62,16
63014,tt3551744,60,6
63015,tt3555680,64,16
63016,tt6385852,35,22
63017,tt6388658,84,10
63018,tt6390480,79,9
63019,tt6390682,76,38
63020,tt6392454,54,16
63021,tt6397186,46,9
63022,tt6400726,82,14
63023,tt6405384,70,53
63024,tt6408924,23,53
63025,tt6409666,42,362
63026,tt6412648,79,31
63027,tt6413760,65,42
63028,tt6414688,47,14
63029,tt6414890,46,643
63030,tt6415838,47,191
63031,tt6416842,57,9
63032,tt6423542,44,5
63033,tt6428150,72,36
63034,tt6433886,55,877
63035,tt6435240,67,23
63036,tt6446746,66,9
63037,tt6449114,62,12
63038,tt6450610,38,19
63039,tt6456384,57,81
63040,tt6460390,63,66
63041,tt6461828,66,86
63042,tt6463014,58,5
63043,tt6469210,73,6
63044,tt6469548,51,2203
63045,tt6471054,70,560
63046,tt6475250,57,168
63047,tt6478516,76,7
63048,tt6479614,76,187
63049,tt6485308,32,23
63050,tt6495538,79,19
63051,tt6499628,69,9
63052,tt6500362,70,56
63053,tt6502956,55,1079
63054,tt6509942,86,7
63055,tt6510332,79,4825
63056,tt6523440,66,569
63057,tt6524170,22,51
63058,tt6524704,88,8
63059,tt6538150,74,5
63060,tt6548848,80,6
63061,tt6556552,48,450
63062,tt6557116,39,16
63063,tt6565196,72,8
63064,tt6567012,62,382
63065,tt6578572,77,742
63066,tt6595896,64,4218
63067,tt6599146,84,5
63068,tt6610496,83,47
63069,tt6611028,86,16
63070,tt6627134,74,349
63071,tt6634928,73,7
63072,tt6635814,58,35
63073,tt6642378,78,9
63074,tt6650436,56,24
63075,tt6673840,73,4817
63076,tt6679600,84,22
63077,tt6695212,73,804
63078,tt6695976,52,6
63079,tt6704066,65,92
63080,tt6713862,87,269
63081,tt6728264,77,7
63082,tt6728914,67,6
63083,tt6733150,53,39
63084,tt6735022,30,11
63085,tt6737766,75,1155
63086,tt6741368,68,343
63087,tt6747818,50,451
63088,tt6750852,82,520
63089,tt6752320,38,182
63090,tt6753206,75,32
63091,tt6759476,77,42
63092,tt6762684,70,27
63093,tt6777114,71,336
63094,tt6800650,81,27
63095,tt6805814,52,24
63096,tt6817922,48,69
63097,tt6818096,95,39
63098,tt6819314,76,10
63099,tt6820184,37,173
63100,tt6829370,76,9
63101,tt6837832,63,17
63102,tt6838702,65,2802
63103,tt6845328,40,9
63104,tt6854250,83,9
63105,tt6857268,43,126
63106,tt6878882,67,4624
63107,tt6885956,62,6
63108,tt6892064,84,7
63109,tt6892250,61,103
63110,tt6892400,68,4837
63111,tt6892446,69,573
63112,tt6892460,69,10
63113,tt6895206,62,46
63114,tt6900448,71,6696
63115,tt6903078,43,6
63116,tt6904272,65,926
63117,tt6908712,64,33
63118,tt6910670,66,9
63119,tt6911418,40,107
63120,tt6912640,85,6
63121,tt6917314,60,570
63122,tt6920074,69,7
63123,tt6932110,79,17
63124,tt6939312,76,42
63125,tt6941512,67,7
63126,tt6943580,77,113
63127,tt6950650,71,8
63128,tt6966554,70,14
63129,tt6972140,70,6661
63130,tt6975598,78,24
63131,tt6977446,84,25
63132,tt6981634,52,145
63133,tt6985060,26,389
63134,tt6994754,52,419
63135,tt7001376,79,24
63136,tt7005928,73,7
63137,tt7024712,62,32
63138,tt7038154,59,45
63139,tt7055824,64,114
63140,tt7066996,87,7
63141,tt7085842,53,999
63142,tt7091300,36,579
63143,tt7093634,75,52
63144,tt7094790,71,83
63145,tt7095698,60,69
63146,tt7109106,45,225
63147,tt7110678,57,207
63148,tt7122596,54,14
63149,tt7131622,97,5600
63150,tt7143686,72,53
63151,tt7143760,81,16
63152,tt7156144,62,798
63153,tt7161794,63,7
63154,tt7163824,67,396
63155,tt7164720,70,20
63156,tt7166300,65,10
63157,tt7201818,80,8
63158,tt7206474,62,96
63159,tt7207890,80,17
63160,tt7224634,46,5
63161,tt7228890,74,5
63162,tt7230876,85,12
63163,tt7231572,63,1490
63164,tt7238338,68,5
63165,tt7238368,76,8
63166,tt7263664,65,854
63167,tt7269234,89,7
63168,tt7269308,73,6
63169,tt7279180,65,3082
63170,tt7281472,44,534
63171,tt7285802,79,84
63172,tt7288562,57,81
63173,tt7292918,59,70
63174,tt7295892,77,6
63175,tt7296782,68,295
63176,tt7298094,52,5
63177,tt7307826,62,16
63178,tt7322890,54,134
63179,tt7324700,78,6
63180,tt7327350,59,16
63181,tt7333654,72,12
63182,tt7333918,78,44
63183,tt7334342,70,300
63184,tt7336274,39,62
63185,tt7349926,94,5
63186,tt7355676,69,27
63187,tt7360810,31,9
63188,tt7360840,82,5
63189,tt7394636,63,562
63190,tt7401512,87,15
63191,tt7403614,64,229
63192,tt7411742,74,75
63193,tt7412114,78,5
63194,tt7420444,47,6
63195,tt7425398,67,33
63196,tt7436474,63,723
63197,tt7439512,66,8
63198,tt7455076,76,232
63199,tt7456024,54,15
63200,tt7457746,88,5
63201,tt7474658,82,65
63202,tt7494060,41,8
63203,tt7504838,56,21
63204,tt7509218,77,239
63205,tt7510220,43,636
63206,tt7510244,73,9
63207,tt7511346,89,7
63208,tt7515456,59,2319
63209,tt7526328,62,49
63210,tt7534068,66,1355
63211,tt7535280,88,25
63212,tt7543914,62,122
63213,tt7545754,44,25
63214,tt7546190,78,13
63215,tt7548570,74,930
63216,tt7548732,54,440
63217,tt7549876,79,10
63218,tt7550632,67,21
63219,tt7570242,71,196
63220,tt7571148,83,244
63221,tt7574080,52,19
63222,tt7577746,71,8
63223,tt7580076,22,27
63224,tt7580088,79,26
63225,tt7583568,70,64
63226,tt7587232,60,21
63227,tt7588160,44,1014
63228,tt7590876,90,13
63229,tt7598036,44,8
63230,tt7610620,81,38
63231,tt7615302,63,1560
63232,tt7626042,60,137
63233,tt7628068,57,71
63234,tt7635226,32,49
63235,tt7637580,89,34
63236,tt7641782,45,78
63237,tt7648416,63,620
63238,tt7679852,81,18
63239,tt7688638,69,8
63240,tt7690026,73,11
63241,tt7693434,76,97
63242,tt7702314,83,27
63243,tt7708926,70,9
63244,tt7710730,76,17
63245,tt7718586,47,59
63246,tt7728678,82,10
63247,tt7741046,80,9
63248,tt7753990,64,25
63249,tt7759054,44,5
63250,tt7763844,70,7
63251,tt7776050,48,86
63252,tt7789328,54,27
63253,tt7791496,62,52
63254,tt7794524,70,4524
63255,tt7813060,59,140
63256,tt7821898,80,6
63257,tt7826276,73,270
63258,tt7843986,34,35
63259,tt7852002,78,16
63260,tt7856166,52,437
63261,tt7858992,69,43
63262,tt7871636,44,1600
63263,tt7882328,76,10
63264,tt7897808,67,6
63265,tt7900134,65,11
63266,tt7901864,65,31
63267,tt7906260,26,64
63268,tt7918338,53,40
63269,tt7923374,10,674
63270,tt7926824,57,23
63271,tt7938416,72,90
63272,tt7958736,60,5322
63273,tt7966582,92,12
63274,tt7967364,77,23
63275,tt7972528,70,41
63276,tt7975674,58,41
63277,tt7976904,70,95
63278,tt7981452,68,40
63279,tt8005366,69,918
63280,tt8017700,78,26
63281,tt8027144,63,6
63282,tt8032636,46,5
63283,tt8043254,74,34
63284,tt8045226,61,46
63285,tt8072488,39,42
63286,tt8073108,77,47
63287,tt8075202,63,614
63288,tt8088944,65,919
63289,tt8106460,75,23
63290,tt8108034,65,1971
63291,tt8130662,76,18
63292,tt8146836,74,7
63293,tt8159562,68,93
63294,tt8181336,67,18
63295,tt8190748,61,80
63296,tt8200742,83,36
63297,tt8200872,55,8
63298,tt8200998,83,122
63299,tt8206950,77,64
63300,tt8210842,72,6
63301,tt8232232,68,375
63302,tt8235296,29,1562
63303,tt8260226,72,504
63304,tt8275366,88,9
63305,tt8297550,74,91
63306,tt8297816,66,62
63307,tt8302546,77,7
63308,tt8308496,61,46
63309,tt8310490,66,5
63310,tt8312796,64,9
63311,tt8327492,68,158
63312,tt8329376,78,30
63313,tt8330280,76,27
63314,tt8332280,83,34
63315,tt8339458,83,37
63316,tt8354112,95,617
63317,tt8358220,70,11
63318,tt8370818,78,8
63319,tt8390150,47,18
63320,tt8409924,38,96
63321,tt8417466,70,80
63322,tt8418000,54,506
63323,tt8421034,80,10
63324,tt8426854,63,1328
63325,tt8427088,68,6
63326,tt8446392,10,5
63327,tt8453078,66,108
63328,tt8458534,85,13
63329,tt8459412,62,99
63330,tt8461794,49,26
63331,tt8463476,24,88
63332,tt8474974,80,34
63333,tt8514508,76,45
63334,tt8522584,86,7
63335,tt8525846,71,7
63336,tt8526506,52,18
63337,tt8535868,64,36
63338,tt8538552,60,91
63339,tt8546408,83,9
63340,tt8555446,28,24
63341,tt8566988,75,33
63342,tt8591986,52,307
63343,tt8611016,40,42
63344,tt8612792,47,48
63345,tt8632844,73,131
63346,tt8682894,62,25
63347,tt8693770,81,131
63348,tt8704484,61,15
63349,tt8723756,62,17
63350,tt8724094,82,8
63351,tt8731118,64,51
63352,tt8746842,72,19
63353,tt8750122,46,107
63354,tt8750124,54,5
63355,tt8750600,74,8
63356,tt8751896,96,98
63357,tt8751976,50,466
63358,tt8753702,60,5
63359,tt8764056,66,43
63360,tt8775012,67,11
63361,tt8779020,75,20
63362,tt8781414,70,346
63363,tt8811440,64,7
63364,tt8840232,83,22
63365,tt8846072,66,112
63366,tt8852408,61,11
63367,tt8857610,79,61
63368,tt8858420,44,102
63369,tt8866450,72,36
63370,tt8873224,85,6
63371,tt8916608,84,31
63372,tt8924518,37,49
63373,tt8949988,86,8
63374,tt8960040,89,44
63375,tt8998610,65,16
63376,tt9005376,65,46
63377,tt9020638,90,5
63378,tt9024076,87,6
63379,tt9033534,43,18
63380,tt9051760,80,6
63381,tt9060042,76,37
63382,tt9070794,81,16
63383,tt9092718,50,9
63384,tt9121144,63,47
63385,tt9166118,63,6
63386,tt9174006,70,17
63387,tt9176214,80,12
63388,tt9176638,94,11
63389,tt9190404,77,23
63390,tt9203168,78,1080
63391,tt9235038,48,111
63392,tt9248472,70,5
63393,tt9249296,54,8
63394,tt9296214,86,12
63395,tt9303120,71,14
63396,tt9311308,59,9
63397,tt9316022,81,2018
63398,tt9316594,73,11
63399,tt9355162,46,26
63400,tt9357626,77,6
63401,tt9362694,58,49
63402,tt9364406,67,14
63403,tt9386884,72,6
63404,tt9407156,35,10
63405,tt9430578,64,5
63406,tt9445054,86,207
63407,tt9447676,68,6
63408,tt9472442,65,66
63409,tt9496220,70,17
63410,tt9497146,72,82
63411,tt9585684,61,22
63412,tt9592066,77,27
63413,tt9600932,62,107
63414,tt9617448,68,5
63415,tt9647346,74,10
63416,tt9648668,74,45
63417,tt9670284,71,21
63418,tt9677806,69,14
63419,tt9735672,72,62
63420,tt9742952,20,5
63421,tt9780822,81,10
63422,tt9804080,86,5
63423,tt9875852,58,50
63424,tt0192528,40,72
63425,tt0790636,80,402462
63426,tt0804509,62,653
63427,tt0838194,79,12
63428,tt0843839,74,35
63429,tt0933876,46,317
63430,tt0937353,17,201
63431,tt0968264,69,26416
63432,tt0977643,44,7
63433,tt0984113,78,13
63434,tt1002563,56,2882
63435,tt10049110,73,14
63436,tt10073008,78,5
63437,tt10090744,92,26
63438,tt10147546,75,3746
63439,tt10157842,70,32
63440,tt10164108,74,14
63441,tt10204276,97,30
63442,tt1020773,73,18210
63443,tt10218782,80,8
63444,tt10234494,42,13
63445,tt1027022,74,17
63446,tt1027683,40,1782
63447,tt10287616,63,21
63448,tt1034314,59,87609
63449,tt1053810,62,39522
63450,tt1054631,48,1920
63451,tt1083444,76,13
63452,tt1103153,54,82237
63453,tt1131737,76,11
63454,tt1158939,57,1034
63455,tt1179069,61,30389
63456,tt1180316,54,24
63457,tt1185244,47,452
63458,tt1199552,65,91
63459,tt1199779,36,305
63460,tt1200274,64,107
63461,tt1220888,60,17764
63462,tt1227566,36,23
63463,tt1232200,56,83009
63464,tt1233192,57,5784
63465,tt1235170,62,7648
63466,tt1242521,70,2396
63467,tt1242642,55,1990
63468,tt1245492,66,360556
63469,tt1247392,75,44
63470,tt1248978,39,10
63471,tt1262414,58,548
63472,tt1270114,53,2028
63473,tt1273201,80,86
63474,tt1274586,44,8888
63475,tt1277953,68,146858
63476,tt1278073,53,116
63477,tt1283881,48,12
63478,tt1283900,62,11
63479,tt1285241,71,46503
63480,tt1286753,53,146
63481,tt1294789,42,57
63482,tt1297925,32,261
63483,tt1303794,66,22
63484,tt1320250,47,70
63485,tt1320269,89,8
63486,tt1322333,62,7080
63487,tt1325702,89,26
63488,tt1332133,65,96
63489,tt1333998,69,335
63490,tt1335988,78,34
63491,tt1336005,51,99
63492,tt1341795,73,110
63493,tt1350629,64,7
63494,tt1351141,66,37
63495,tt1356392,44,222
63496,tt1371117,64,2940
63497,tt1371628,69,303
63498,tt1375666,88,1841066
63499,tt1375754,36,180
63500,tt1380174,63,796
63501,tt1381803,55,468
63502,tt1382237,68,49
63503,tt1384960,72,5
63504,tt1386932,76,86626
63505,tt1390536,52,75
63506,tt1392170,72,795227
63507,tt1392214,81,526273
63508,tt1402359,54,9
63509,tt1403177,70,48483
63510,tt1411236,42,483
63511,tt1418380,63,232
63512,tt1418757,51,579
63513,tt1422032,75,11805
63514,tt1423636,59,504
63515,tt1424052,82,11
63516,tt1433763,62,19
63517,tt1436559,50,8652
63518,tt1440118,62,116
63519,tt1447485,26,7
63520,tt1451395,66,315
63521,tt1451698,42,68
63522,tt1460741,61,87
63523,tt1461249,54,1039
63524,tt1461307,46,884
63525,tt1463774,45,11
63526,tt1465493,48,605
63527,tt1466057,57,36
63528,tt1468313,49,803
63529,tt1468321,70,1001
63530,tt1475531,40,193
63531,tt1478480,79,95
63532,tt1482957,42,70
63533,tt1484954,58,644
63534,tt1496422,58,33940
63535,tt1498569,68,16736
63536,tt1499220,37,880
63537,tt1505109,40,407
63538,tt1505839,30,36
63539,tt1510872,70,32
63540,tt1510990,48,6
63541,tt1511476,59,192
63542,tt1513892,56,1741
63543,tt1515197,80,61
63544,tt1517069,70,36
63545,tt1521090,69,1956
63546,tt1521803,69,16
63547,tt1522196,89,34
63548,tt1523382,71,10
63549,tt1523483,57,11858
63550,tt1524098,73,10
63551,tt1524130,73,362
63552,tt1525835,65,6551
63553,tt1525915,63,882
63554,tt1527052,68,315
63555,tt1527813,65,254
63556,tt1528769,50,1044
63557,tt1528854,62,96909
63558,tt1530498,54,41
63559,tt1532958,51,8769
63560,tt1533013,66,6058
63561,tt1533085,61,387
63562,tt1533813,62,1204
63563,tt1540138,65,6
63564,tt1541006,63,11
63565,tt1541613,79,732
63566,tt1541744,80,22
63567,tt1543055,66,21
63568,tt1543807,79,332
63569,tt1544601,64,264
63570,tt1546036,62,3637
63571,tt1548544,82,8
63572,tt1550623,92,8
63573,tt1551641,60,695
63574,tt1552214,62,627
63575,tt1552221,43,721
63576,tt1553199,32,251
63577,tt1553935,56,1369
63578,tt1556186,40,24
63579,tt1556690,72,57
63580,tt1559017,57,9
63581,tt1560959,69,42
63582,tt1561409,62,29
63583,tt1562848,56,173
63584,tt1563670,62,19
63585,tt1563704,62,4715
63586,tt1568930,90,39
63587,tt1572186,64,37
63588,tt1575539,62,4763
63589,tt1577061,40,15607
63590,tt1577104,50,289
63591,tt1579223,59,1943
63592,tt1581829,52,291
63593,tt1582268,40,264
63594,tt1582604,60,1238
63595,tt1586752,68,60074
63596,tt1586753,57,1034
63597,tt1591509,82,10
63598,tt1592890,65,44
63599,tt1593639,44,26
63600,tt1595006,40,22
63601,tt1596565,38,846
63602,tt1598538,69,550
63603,tt1598873,63,19207
63604,tt1601475,57,5848
63605,tt1601973,71,64
63606,tt1602585,77,2538
63607,tt1606595,66,437
63608,tt1608245,86,15
63609,tt1608366,45,13
63610,tt1608760,65,6
63611,tt1609122,67,336
63612,tt1611167,82,38
63613,tt1611840,58,328
63614,tt1612318,71,63
63615,tt1614347,52,5
63616,tt1614981,62,49
63617,tt1614989,76,91246
63618,tt1615888,75,11
63619,tt1616096,61,481
63620,tt1616162,66,24
63621,tt1616510,82,17
63622,tt1618374,70,25
63623,tt1619638,76,24
63624,tt1620697,41,67
63625,tt1620772,57,172
63626,tt1621446,43,3112
63627,tt1622961,66,234
63628,tt1630596,45,88
63629,tt1630645,54,225
63630,tt1633170,60,21
63631,tt1634034,64,69
63632,tt1636423,65,6
63633,tt1636836,52,338
63634,tt1638353,71,4115
63635,tt1640198,70,46
63636,tt1640224,79,33
63637,tt1641638,71,29529
63638,tt1645126,30,156
63639,tt1646212,50,903
63640,tt1647470,69,12
63641,tt1647668,70,41008
63642,tt1648154,67,311
63643,tt1649400,66,84
63644,tt1649419,76,177762
63645,tt1651328,62,3523
63646,tt1652207,47,338
63647,tt1653649,66,765
63648,tt1658797,54,4122
63649,tt1660405,55,21
63650,tt1661862,65,4347
63651,tt1663336,72,19
63652,tt1665799,54,67
63653,tt1666165,60,145
63654,tt1666185,58,18541
63655,tt1666332,55,295
