,tconst,averagerating,numvotes
6315,tt1880145,63,7
6316,tt1880984,44,417
6317,tt1883313,63,24
6318,tt1884296,73,10
6319,tt1887785,67,1183
6320,tt1888554,71,195
6321,tt1888613,72,85
6322,tt1891747,58,651
6323,tt1891975,55,13
6324,tt1893409,57,7
6325,tt1893415,38,330
6326,tt1894518,72,10
6327,tt1895332,73,13
6328,tt1899331,62,107
6329,tt1900858,32,17
6330,tt1900891,62,1396
6331,tt1900937,58,6
6332,tt1906418,82,5
6333,tt1907686,88,37
6334,tt1909807,55,497
6335,tt1911532,76,5
6336,tt1912532,88,12
6337,tt1918639,67,58
6338,tt1918892,94,30
6339,tt1920956,46,460
6340,tt1921022,80,9
6341,tt1921183,89,8
6342,tt3894094,73,19
6343,tt3895838,58,25
6344,tt3900842,61,16
6345,tt3901826,77,14146
6346,tt3903562,50,24
6347,tt3903990,62,12
6348,tt3904278,58,3161
6349,tt3904770,62,416
6350,tt3905366,69,7
6351,tt3906724,60,47
6352,tt3916754,64,152
6353,tt3919234,50,138
6354,tt3920582,63,11
6355,tt3920890,53,368
6356,tt3945864,73,919
6357,tt3949630,78,1153
6358,tt3949936,68,494
6359,tt3950736,60,21
6360,tt3951566,71,446
6361,tt3954616,82,8
6362,tt3955246,55,22
6363,tt3956198,59,165
6364,tt3957170,73,141
6365,tt3960728,38,67
6366,tt3970256,80,13
6367,tt3973410,84,4320
6368,tt3982482,71,789
6369,tt3989384,71,62
6370,tt3992866,65,12
6371,tt3993512,65,15
6372,tt4003682,61,11
6373,tt4004494,80,22
6374,tt4005674,72,6
6375,tt4008296,81,29
6376,tt4010224,79,29
6377,tt4011008,80,12
6378,tt4011382,65,6
6379,tt4014154,90,5
6380,tt4024120,52,102
6381,tt4026632,79,8
6382,tt4027916,84,14
6383,tt4030302,75,14
6384,tt4030502,51,77
6385,tt4030560,44,440
6386,tt4031126,61,1342
6387,tt4032496,65,126
6388,tt4033746,77,19
6389,tt4034228,78,214557
6390,tt4034844,14,317
6391,tt4042814,65,389
6392,tt4045146,67,56
6393,tt4051644,64,32
6394,tt4052176,44,7
6395,tt4056766,39,7
6396,tt4058012,64,720
6397,tt4061010,53,7698
6398,tt4061908,44,441
6399,tt4062524,38,1058
6400,tt4067160,59,8
6401,tt4067350,62,5
6402,tt4072352,74,772
6403,tt4074666,61,28
6404,tt4076058,71,1545
6405,tt4076956,46,144
6406,tt4078672,61,209
6407,tt4080824,80,14
6408,tt4082910,70,13
6409,tt4083740,38,335
6410,tt4088328,79,1439
6411,tt4092422,57,216
6412,tt4095870,80,6
6413,tt4096810,57,248
6414,tt4097826,62,975
6415,tt4103950,71,43
6416,tt4106306,59,1878
6417,tt4108380,76,8
6418,tt4116116,70,716
6419,tt4119052,70,244
6420,tt4119196,27,7
6421,tt4119590,71,735
6422,tt4123414,47,6
6423,tt4123430,66,163151
6424,tt4125274,80,6
6425,tt4125856,73,712
6426,tt4126434,60,771
6427,tt4126438,61,8046
6428,tt4127650,68,101
6429,tt4131336,62,14
6430,tt4132084,26,188
6431,tt4132250,77,257
6432,tt4135648,80,9
6433,tt4137928,87,18
6434,tt4143148,49,49
6435,tt4143384,69,229
6436,tt4144206,46,208
6437,tt4146622,49,2374
6438,tt4156924,62,363
6439,tt4157820,79,19
6440,tt4158620,45,13
6441,tt4164508,70,6
6442,tt4174526,57,282
6443,tt4179582,72,138
6444,tt4184208,70,42
6445,tt4190256,60,201
6446,tt4190402,78,14
6447,tt4196010,60,269
6448,tt4201004,56,1704
6449,tt4202824,91,8
6450,tt4202974,68,20
6451,tt4208256,71,13
6452,tt4213694,71,17
6453,tt4218538,64,310
6454,tt4218998,29,248
6455,tt4222700,63,22
6456,tt4225302,37,19
6457,tt4228842,61,11
6458,tt4234740,48,623
6459,tt4235516,62,44
6460,tt4242538,61,14
6461,tt4250058,78,5
6462,tt4254838,74,542
6463,tt4255110,51,3971
6464,tt4255554,50,364
6465,tt4261008,46,13
6466,tt4264004,57,26
6467,tt4264064,69,53
6468,tt4264670,90,6
6469,tt4264716,75,94
6470,tt4267602,60,41
6471,tt4272748,46,7
6472,tt4278204,36,12
6473,tt4285134,66,8
6474,tt4286666,58,1469
6475,tt4294604,66,24
6476,tt4300480,74,3639
6477,tt4301502,85,29
6478,tt4304364,71,87
6479,tt4309856,87,23
6480,tt4316472,76,17
6481,tt4327418,71,14
6482,tt4327978,67,124
6483,tt4330706,68,23
6484,tt4332834,79,59
6485,tt4335650,49,2990
6486,tt4337816,78,37
6487,tt4339040,50,7
6488,tt4340040,37,11
6489,tt4351548,69,5676
6490,tt4357368,71,2415
6491,tt4361348,72,13
6492,tt4365450,71,31
6493,tt4368358,75,6
6494,tt4368752,84,7
6495,tt4373502,80,26
6496,tt4374460,76,5795
6497,tt4387314,57,54
6498,tt4392454,51,3833
6499,tt4400810,58,5
6500,tt4405018,68,16
6501,tt4408178,59,95
6502,tt4418168,62,754
6503,tt4424316,50,103
6504,tt4428788,70,4473
6505,tt4432804,37,308
6506,tt4433890,65,1542
6507,tt4435282,66,415
6508,tt4437212,58,602
6509,tt4442126,30,40
6510,tt4453756,45,376
6511,tt4454732,70,6
6512,tt4462344,62,6
6513,tt4462372,54,847
6514,tt4463248,41,177
6515,tt4466946,64,185
6516,tt4471676,69,11
6517,tt4475130,70,9
6518,tt4482970,77,59
6519,tt4489478,44,66
6520,tt4495188,66,8
6521,tt4500734,38,1557
6522,tt4502804,69,8
6523,tt4504136,38,226
6524,tt4508986,67,1843
6525,tt4509084,49,23
6526,tt4520286,83,22
6527,tt4520452,76,9
6528,tt4521686,29,49
6529,tt4522052,60,45
6530,tt4522716,70,144
6531,tt4523360,23,20
6532,tt4532366,76,54
6533,tt4532596,44,294
6534,tt4532764,69,1344
6535,tt4533604,40,30
6536,tt4537646,60,7
6537,tt4543548,67,52
6538,tt4545832,65,117
6539,tt4551138,60,100
6540,tt4552486,39,284
6541,tt4552534,65,80
6542,tt4555426,74,136546
6543,tt4561454,67,15
6544,tt4562262,58,278
6545,tt4563970,33,106
6546,tt4567954,89,94
6547,tt4576316,60,5
6548,tt4578000,43,44
6549,tt4579890,79,79
6550,tt4579950,52,10
6551,tt4580974,53,72
6552,tt4581436,61,7
6553,tt4583812,69,8
6554,tt4585650,69,31
6555,tt4587366,55,3158
6556,tt4590482,66,1198
6557,tt4591310,60,2587
6558,tt4594124,64,47
6559,tt4594172,61,7
6560,tt4595176,56,5
6561,tt4597748,82,53
6562,tt4601148,92,8
6563,tt4603150,60,1021
6564,tt4604246,87,24
6565,tt4607976,47,93
6566,tt4631044,80,26
6567,tt4633340,71,65
6568,tt4642386,45,150
6569,tt4642842,83,13
6570,tt4648298,62,433
6571,tt4648304,60,506
6572,tt4648712,75,6
6573,tt4653202,73,76
6574,tt4653486,68,91
6575,tt4654016,51,192
6576,tt4656810,23,227
6577,tt4657092,56,252
6578,tt4658808,71,248
6579,tt4659656,63,19
6580,tt4660194,76,14
6581,tt4666228,85,29
6582,tt4672272,54,64
6583,tt4673994,16,57
6584,tt4678718,67,26
6585,tt4679144,70,200
6586,tt4680568,45,462
6587,tt4682136,57,1871
6588,tt4682922,77,70
6589,tt4685474,77,24
6590,tt4694892,51,15
6591,tt4699388,63,5878
6592,tt4700538,49,45
6593,tt4701908,60,206
6594,tt4703676,61,618
6595,tt4706886,46,7
6596,tt4714962,78,17
6597,tt4716728,64,120
6598,tt4717746,24,195
6599,tt4727712,66,9
6600,tt4728338,59,16293
6601,tt4733228,58,147
6602,tt4736486,70,444
6603,tt4741354,54,210
6604,tt4741466,36,21
6605,tt4760268,33,55
6606,tt4769042,78,51
6607,tt4777660,55,160
6608,tt4778500,76,1139
6609,tt4781886,43,134
6610,tt4783190,72,64
6611,tt4796634,67,1051
6612,tt4801232,62,1559
6613,tt4805880,60,118
6614,tt4805966,81,260
6615,tt4809396,68,56
6616,tt4809458,66,5382
6617,tt4809638,55,296
6618,tt4813254,58,311
6619,tt4816906,56,399
6620,tt4817640,43,184
6621,tt4818930,72,1439
6622,tt4819154,54,66
6623,tt4823486,51,72
6624,tt4826842,68,68
6625,tt4828226,40,25
6626,tt4828622,67,27
6627,tt4829508,80,7
6628,tt4837538,46,14
6629,tt4839180,20,57
6630,tt4839458,65,113
6631,tt4840668,74,44
6632,tt4846318,72,5628
6633,tt4848740,78,60
6634,tt4849506,27,15
6635,tt4857058,74,31
6636,tt4857616,45,31
6637,tt4857886,65,1171
6638,tt4861696,46,199
6639,tt4864624,56,1235
6640,tt4871120,62,172
6641,tt4874928,74,5
6642,tt4877488,89,20
6643,tt4877660,45,23
6644,tt4881126,64,37
6645,tt4886780,82,66
6646,tt4888200,85,32
6647,tt4888982,83,10
6648,tt4898602,64,240
6649,tt4901338,30,256
6650,tt4901798,72,309
6651,tt4901980,58,54
6652,tt4905880,63,261
6653,tt4908430,65,252
6654,tt4920258,71,31
6655,tt4920274,75,2332
6656,tt4924942,63,6134
6657,tt4933132,35,14
6658,tt4933506,52,114
6659,tt4933864,81,14
6660,tt4935954,70,84
6661,tt4936450,74,10355
6662,tt4938164,72,10
6663,tt4938588,40,105
6664,tt4949064,50,28
6665,tt4952388,68,18
6666,tt4954970,77,7
6667,tt4956420,74,92
6668,tt4956984,61,1320
6669,tt4958390,61,395
6670,tt4958972,77,25
6671,tt4966130,42,16
6672,tt4967094,73,3854
6673,tt4970552,65,444
6674,tt4971346,41,183
6675,tt4974396,80,769
6676,tt4975544,77,12
6677,tt4975722,74,227964
6678,tt4980272,72,799
6679,tt4980812,25,351
6680,tt4981658,68,9
6681,tt4986978,23,29
6682,tt4990954,73,15
6683,tt4993964,57,1909
6684,tt4994992,27,200
6685,tt5001772,79,1649
6686,tt5003234,75,26
6687,tt5018084,72,11
6688,tt5021536,83,1638
6689,tt5024820,61,59
6690,tt5027202,83,1169
6691,tt5027724,52,174
6692,tt5032078,40,91
6693,tt5035314,60,48
6694,tt5037912,77,1139
6695,tt5039088,60,2904
6696,tt5039578,56,668
6697,tt5040282,56,55
6698,tt5047400,45,852
6699,tt5048814,59,73
6700,tt5051930,83,49
6701,tt5058514,65,13
6702,tt5060166,57,2512
6703,tt5061004,52,79
6704,tt5068090,54,63
6705,tt5068858,55,11
6706,tt5068902,53,9
6707,tt5069012,65,254
6708,tt5074416,74,9
6709,tt5082820,63,20
6710,tt5083702,77,5928
6711,tt5087514,78,6
6712,tt5090066,85,13
6713,tt5091108,52,174
6714,tt5092172,79,24
6715,tt5096920,42,116
6716,tt5100542,54,14
6717,tt5103486,50,5
6718,tt5103678,93,6
6719,tt5112888,74,8
6720,tt5114588,65,7404
6721,tt5114988,68,99
6722,tt5120010,51,96
6723,tt5120966,66,10
6724,tt5127192,50,203
6725,tt5131742,90,25
6726,tt5132086,66,29
6727,tt5144320,72,12
6728,tt5148778,79,29
6729,tt5154530,66,18
6730,tt5157030,59,947
6731,tt5164214,62,144775
6732,tt5165344,71,19991
6733,tt5166516,86,14
6734,tt5168238,76,24
6735,tt5169714,84,25
6736,tt5171254,32,6
6737,tt5171828,46,47
6738,tt5177088,61,28092
6739,tt5180118,58,18
6740,tt5182892,93,20
6741,tt5196166,79,92
6742,tt5199668,71,18
6743,tt5200232,57,141
6744,tt5205816,36,7
6745,tt5208950,50,3429
6746,tt5216674,50,135
6747,tt5218346,56,85
6748,tt5218854,55,27
6749,tt5222578,56,981
6750,tt5226346,82,33
6751,tt5226618,69,67
6752,tt5226984,68,4386
6753,tt5234016,57,31
6754,tt5235336,70,9
6755,tt5243900,54,615
6756,tt5244918,52,49
6757,tt5248276,72,5
6758,tt5258726,64,167
6759,tt5264812,93,20
6760,tt5265738,87,23
6761,tt5266678,52,295
6762,tt5269208,67,51
6763,tt5278300,59,51
6764,tt5278506,76,13829
6765,tt5278634,32,420
6766,tt5287296,75,15
6767,tt5296686,43,10
6768,tt5298180,49,84
6769,tt5300460,18,8
6770,tt5310090,76,10178
6771,tt5312338,66,10
6772,tt5312370,48,338
6773,tt5328694,77,25
6774,tt5330644,81,14
6775,tt5331842,80,6
6776,tt5335394,66,805
6777,tt5344186,82,9
6778,tt5351818,60,3058
6779,tt5355726,68,6
6780,tt5356680,75,99
6781,tt5357118,90,5
6782,tt5357214,75,6
6783,tt5360996,58,5913
6784,tt5390098,100,5
6785,tt5428668,71,39
6786,tt5431016,34,1006
6787,tt5435084,63,1174
6788,tt5441464,41,158
6789,tt5442674,72,6
6790,tt5443372,58,140
6791,tt5450084,71,704
6792,tt5457050,68,11
6793,tt5463208,74,30
6794,tt5465374,74,475
6795,tt5465970,45,412
6796,tt5474656,36,18
6797,tt5476912,75,20
6798,tt5478700,50,84
6799,tt5479528,61,19
6800,tt5482998,70,22
6801,tt5483192,57,7
6802,tt5487052,63,1027
6803,tt5492496,79,51
6804,tt5495294,60,22
6805,tt5498056,82,25
6806,tt5516214,70,35
6807,tt5521724,71,39
6808,tt5526536,34,99
6809,tt5536910,52,12
6810,tt5537514,58,105
6811,tt5537614,74,1136
6812,tt5538098,68,11
6813,tt5540194,60,331
6814,tt5540536,56,30
6815,tt5540898,79,17
6816,tt5542434,63,122
6817,tt5544754,41,133
6818,tt5551258,83,7
6819,tt5553782,74,10
6820,tt5554046,73,7
6821,tt5563862,47,682
6822,tt5564142,70,220
6823,tt5564566,61,37
6824,tt5572890,53,42
6825,tt5576280,49,10
6826,tt5588566,69,9
6827,tt5602872,75,11
6828,tt5605076,59,3533
6829,tt5606148,85,28
6830,tt5612156,60,412
6831,tt5613848,45,119
6832,tt5615654,40,8
6833,tt5616294,56,6872
6834,tt5618752,66,1584
6835,tt5622660,37,111
6836,tt5628688,51,78
6837,tt5629084,78,58
6838,tt5632164,53,568
6839,tt5644056,61,38
6840,tt5646150,62,18
6841,tt5649022,79,7
6842,tt5649968,75,12
6843,tt5651372,69,7
6844,tt5666450,56,10
6845,tt5668790,56,13
6846,tt5669936,44,6214
6847,tt5671990,70,138
6848,tt5680160,68,43
6849,tt5695316,87,18
6850,tt5696110,65,106
6851,tt5698568,65,2082
6852,tt5698578,57,241
6853,tt5709892,21,62
6854,tt5711444,42,10
6855,tt5711672,73,288
6856,tt5714546,55,8
6857,tt5717676,72,16
6858,tt5720338,39,60
6859,tt5721658,70,40
6860,tt5721752,64,7
6861,tt5722540,80,27
6862,tt5742032,72,13
6863,tt5746340,41,110
6864,tt5752360,57,1993
6865,tt5769054,32,29
6866,tt5770836,80,15
6867,tt5771726,64,18
6868,tt5780076,73,182
6869,tt5785460,47,45
6870,tt5789610,74,7
6871,tt5790592,84,12
6872,tt5791622,73,64
6873,tt5793082,71,73
6874,tt5797906,43,188
6875,tt5802858,66,10
6876,tt5804038,78,13948
6877,tt5804412,53,29
6878,tt5805470,63,1560
6879,tt5805546,49,10
6880,tt5805752,73,13573
6881,tt5809170,57,309
6882,tt5811154,50,76
6883,tt5815160,67,82
6884,tt5819908,57,71
6885,tt5820544,41,29
6886,tt5821664,74,179
6887,tt5827752,66,31
6888,tt5835256,78,28
6889,tt5840988,37,497
6890,tt5847760,76,647
6891,tt5851904,74,1201
6892,tt5863352,52,13
6893,tt5873438,80,9
6894,tt5876352,44,90
6895,tt5879216,53,107
6896,tt5887650,35,186
6897,tt5889746,80,20
6898,tt5891588,78,31
6899,tt5897394,70,5
6900,tt5903210,57,173
6901,tt5912730,59,48
6902,tt5915078,78,6
6903,tt5917576,49,92
6904,tt5921554,75,8
6905,tt5928396,61,334
6906,tt5931204,55,53
6907,tt5932330,46,70
6908,tt5933840,62,110
6909,tt5934542,80,84
6910,tt5935196,69,218
6911,tt5935492,11,21
6912,tt5935682,75,79
6913,tt5936492,57,2149
6914,tt5943642,77,11
6915,tt5946668,39,420
6916,tt5947702,85,27
6917,tt5950778,63,14
6918,tt5952382,72,2411
6919,tt5953854,38,170
6920,tt5956006,65,781
6921,tt5959952,75,870
6922,tt5966336,83,7
6923,tt5966600,62,328
6924,tt5969846,53,632
6925,tt5971716,53,119
6926,tt5979872,64,8451
6927,tt5979874,60,6333
6928,tt5983406,75,207
6929,tt5986050,72,14
6930,tt5987374,60,49
6931,tt5992202,68,111
6932,tt6000292,58,23
6933,tt6001664,86,10
6934,tt6001910,49,28
6935,tt6009582,33,174
6936,tt6014370,65,68
6937,tt6016012,67,434
6938,tt6020094,62,50
6939,tt6023726,88,21
6940,tt6026954,72,5
6941,tt6028638,66,37
6942,tt6035592,65,6
6943,tt6040806,69,599
6944,tt6046314,53,1859
6945,tt6048858,65,19
6946,tt6050340,75,10
6947,tt6053472,37,1368
6948,tt6055162,71,200
6949,tt6058448,91,29
6950,tt6067388,80,7
6951,tt6077620,82,5
6952,tt6078866,72,1383
6953,tt6086094,72,24
6954,tt6089642,45,6
6955,tt6089650,75,6
6956,tt6090188,77,6
6957,tt6099494,85,99
6958,tt6108024,70,9
6959,tt6110712,74,60
6960,tt6113488,62,6495
6961,tt6118214,74,37
6962,tt6118732,61,178
6963,tt6129730,68,286
6964,tt6131878,76,12
6965,tt6135348,75,10507
6966,tt6138428,65,6
6967,tt6138770,64,14
6968,tt6141686,26,7
6969,tt6145074,70,6
6970,tt6148116,89,7
6971,tt6150284,82,5
6972,tt6150944,70,181
6973,tt6155172,78,106768
6974,tt6158394,79,7
6975,tt6158988,72,643
6976,tt6159738,76,7
6977,tt6161512,81,82
6978,tt6162808,82,1012
6979,tt6166464,92,14
6980,tt6168002,64,1221
6981,tt6170804,52,776
6982,tt6180656,81,31
6983,tt6192466,88,8
6984,tt6192716,54,9
6985,tt6199500,44,14
6986,tt6206758,79,74
6987,tt6208132,73,15
6988,tt6208138,46,110
6989,tt6211490,77,19
6990,tt6213004,67,31
6991,tt6214468,61,1963
6992,tt6214722,80,383
6993,tt6225534,45,626
6994,tt6231998,64,29
6995,tt6236142,52,234
6996,tt6242294,64,14
6997,tt6242504,84,50
6998,tt6244196,77,902
6999,tt6258486,75,902
7000,tt6259890,64,152
7001,tt6261704,75,20
7002,tt6263740,72,18
7003,tt6264034,90,8
7004,tt6264508,64,73
7005,tt6267968,64,7
7006,tt6268324,54,11
7007,tt6268594,24,44
7008,tt6269286,72,16
7009,tt6269368,65,9228
7010,tt6273388,79,59
7011,tt6278162,53,7
7012,tt6281936,55,74
7013,tt6289292,47,41
7014,tt6289452,22,1990
7015,tt6292852,69,9959
7016,tt6293032,58,797
7017,tt6295832,100,5
7018,tt6296274,39,20
7019,tt6298498,71,168
7020,tt6302424,74,7
7021,tt6304018,85,113
7022,tt6313010,79,19
7023,tt6321972,94,80
7024,tt6322522,44,78
7025,tt6323304,77,13
7026,tt6323858,69,87
7027,tt6326642,60,22
7028,tt6327770,68,32
7029,tt6331780,73,60
7030,tt6343314,72,72503
7031,tt6361854,61,343
7032,tt6388206,80,5
7033,tt6390642,55,6
7034,tt6396080,58,66
7035,tt6396106,48,12
7036,tt6400432,58,13
7037,tt6403680,66,92
7038,tt6407598,59,531
7039,tt6409596,44,5
7040,tt6409994,58,424
7041,tt6413410,62,1114
7042,tt6417204,71,889
7043,tt6419430,60,9
7044,tt6423428,81,17
7045,tt6426832,61,1328
7046,tt6428076,80,12
7047,tt6428844,31,57
7048,tt6433106,63,40
7049,tt6437936,75,34
7050,tt6438096,76,2417
7051,tt6447600,66,13
7052,tt6448332,60,5
7053,tt6449216,83,153
7054,tt6449458,57,7
7055,tt6467152,59,104
7056,tt6467968,76,1266
7057,tt6471684,69,3079
7058,tt6478182,83,25
7059,tt6481326,74,7
7060,tt6495094,46,626
7061,tt6495800,92,9
7062,tt6507368,60,9
7063,tt6509330,78,10
7064,tt6511676,44,155
7065,tt6519020,77,41
7066,tt6529942,86,7
7067,tt6536312,56,127
7068,tt6537990,73,10
7069,tt6539390,86,7
7070,tt6562628,64,393
7071,tt6574402,46,9
7072,tt6589330,65,125
7073,tt6597612,65,356
7074,tt6599340,64,1269
7075,tt6603700,39,28
7076,tt6605826,69,8
7077,tt6611490,68,22
7078,tt6614914,50,135
7079,tt6616206,55,8
7080,tt6617382,77,15
7081,tt6625996,49,12
7082,tt6634944,65,8
7083,tt6644190,34,41
7084,tt6648718,75,11
7085,tt6662736,67,2048
7086,tt6675536,78,8
7087,tt6679242,72,595
7088,tt6679468,65,82
7089,tt6687450,63,31
7090,tt6695888,71,16
7091,tt6708834,74,34
7092,tt6710486,79,9
7093,tt6715192,59,8
7094,tt6719566,64,86
7095,tt6720298,64,15
7096,tt6722654,62,9
7097,tt6727192,84,16
7098,tt6730898,62,2081
7099,tt6737918,76,5
7100,tt6746534,28,51
7101,tt6748920,39,7
7102,tt6758532,74,14
7103,tt6758862,30,159
7104,tt6765362,66,5
7105,tt6769514,39,8
7106,tt6772874,67,1093
7107,tt6779396,79,82
7108,tt6779786,72,20
7109,tt6791730,70,3816
7110,tt6792282,77,4748
7111,tt6794466,80,46
7112,tt6796306,60,57
7113,tt6799420,87,10
7114,tt6800942,72,448
7115,tt6807256,39,349
7116,tt6818880,63,253
7117,tt6835804,71,332
7118,tt6843284,83,9
7119,tt6847792,69,115
7120,tt6848930,83,16
7121,tt6852284,59,161
7122,tt6857958,54,23
7123,tt6863208,58,10
7124,tt6865966,68,9
7125,tt6871634,46,162
7126,tt6876788,58,275
7127,tt6879472,61,101
7128,tt6890828,67,52
7129,tt6903980,60,418
7130,tt6910028,21,28
7131,tt6920356,70,673
7132,tt6921530,79,21
7133,tt6923840,59,563
7134,tt6949398,75,17
7135,tt6954848,77,44
7136,tt6957182,92,16
7137,tt6960802,74,11
7138,tt6964150,71,453
7139,tt6964382,81,11
7140,tt6966538,61,212
7141,tt6966692,83,204972
7142,tt6980696,92,99
7143,tt6980804,41,36
7144,tt6981702,61,1477
7145,tt6982160,87,7
7146,tt6994572,73,11
7147,tt6998758,82,8
7148,tt7002116,57,168
7149,tt7006426,58,88
7150,tt7008844,70,29
7151,tt7023500,55,141
7152,tt7037566,53,82
7153,tt7038246,84,7
7154,tt7055812,55,32
7155,tt7057306,61,193
7156,tt7061890,76,8
7157,tt7067028,93,10
7158,tt7068818,45,1258
7159,tt7075594,65,601
7160,tt7082512,47,7
7161,tt7088032,46,199
7162,tt7094086,12,32
7163,tt7097722,69,14
7164,tt7100886,84,13
7165,tt7112496,83,25
7166,tt7124742,78,130
7167,tt7127652,56,477
7168,tt7142620,74,15
7169,tt7147464,76,19
7170,tt7148738,66,24
7171,tt7178568,72,15
7172,tt7188002,66,286
7173,tt7188058,45,12
7174,tt7189596,72,6
7175,tt7195416,56,300
7176,tt7196338,82,6
7177,tt7202976,67,113
7178,tt7205938,57,305
7179,tt7207156,59,175
7180,tt7250358,37,1103
7181,tt7260720,78,5
7182,tt7268732,63,491
7183,tt7275258,22,61
7184,tt7275334,83,6
7185,tt7284022,66,9
7186,tt7288176,70,27
7187,tt7288652,82,41
7188,tt7291466,55,106
7189,tt7297964,63,47
7190,tt7298590,45,147
7191,tt7320156,71,21
7192,tt7331464,73,6
7193,tt7332120,66,20
7194,tt7349012,92,56
7195,tt7357274,61,11
7196,tt7363076,74,11979
7197,tt7365166,59,315
7198,tt7378220,72,5
7199,tt7380420,37,80
7200,tt7381364,93,29
7201,tt7385140,82,37
7202,tt7385582,54,18
7203,tt7389370,56,9
7204,tt7389882,68,8
7205,tt7390104,66,7
7206,tt7390536,62,24
7207,tt7398584,57,70
7208,tt7407496,78,31
7209,tt7411974,75,6
7210,tt7433400,36,13
7211,tt7434040,59,111
7212,tt7458920,81,513
7213,tt7460870,44,39
7214,tt7469726,77,9501
7215,tt7470348,77,12
7216,tt7472330,39,10
7217,tt7472352,74,2928
7218,tt7476524,50,6
7219,tt7476784,87,31
7220,tt7479390,80,5
7221,tt7483318,50,501
7222,tt7488602,72,10
7223,tt7495440,78,406
7224,tt7503708,78,42
7225,tt7512276,66,242
7226,tt7522782,51,36
7227,tt7526836,57,596
7228,tt7527082,78,251
7229,tt7528086,65,106
7230,tt7532202,61,14
7231,tt7532578,57,9
7232,tt7535466,89,28
7233,tt7535780,65,24
7234,tt7538778,64,19
7235,tt7543808,75,6
7236,tt7544316,92,30
7237,tt7546552,61,14
7238,tt7547516,20,9
7239,tt7549892,65,5656
7240,tt7551852,86,22
7241,tt7573844,78,114
7242,tt7578858,68,13
7243,tt7591430,82,385
7244,tt7604986,76,9
7245,tt7609526,90,6
7246,tt7613260,80,14
7247,tt7618654,62,25
7248,tt7624488,63,11
7249,tt7627772,84,11
7250,tt7628468,92,70
7251,tt7635958,89,35
7252,tt7656692,73,7
7253,tt7657364,79,9
7254,tt7660450,61,304
7255,tt7668842,56,52192
7256,tt7670458,82,50
7257,tt7675422,75,303
7258,tt7678486,70,26
7259,tt7685964,84,12
7260,tt7689842,83,6
7261,tt7709804,36,102
7262,tt7732486,62,163
7263,tt7739454,61,25
7264,tt7754496,70,139
7265,tt7757688,73,263
7266,tt7760084,62,332
7267,tt7764846,36,21
7268,tt7773168,72,6
7269,tt7783322,72,202
7270,tt7789406,68,17
7271,tt7817568,63,270
7272,tt7817874,78,71
7273,tt7820526,61,56
7274,tt7822012,82,6
7275,tt7858466,27,164
7276,tt7860140,42,51
7277,tt7867270,51,15
7278,tt7892050,74,4398
7279,tt7935892,79,187
7280,tt7939352,74,17
7281,tt7946572,68,11
7282,tt7948818,61,12
7283,tt7963804,68,255
7284,tt7974444,24,5
7285,tt7990046,78,9
7286,tt7991628,75,127
7287,tt7993666,62,6
7288,tt8002146,66,5
7289,tt8009354,65,208
7290,tt8014206,81,15
7291,tt8016662,90,879
7292,tt8024224,58,12
7293,tt8037664,59,7
7294,tt8041244,62,26
7295,tt8066076,81,153
7296,tt8070332,88,66
7297,tt8084510,52,290
7298,tt8088086,64,9
7299,tt8108104,53,82
7300,tt8108202,77,19639
7301,tt8112172,65,12
7302,tt8112344,89,21
7303,tt8119680,67,719
7304,tt8120244,90,23
7305,tt8134468,59,29
7306,tt8134670,76,37
7307,tt8138394,78,62
7308,tt8141908,77,55
7309,tt8146710,66,18
7310,tt8156834,84,11
7311,tt8156962,57,10
7312,tt8176282,10,27
7313,tt8178616,45,11
7314,tt8178992,65,1044
7315,tt8187178,54,40
7316,tt8226802,73,19
7317,tt8233368,75,400
7318,tt8254080,66,34
7319,tt8256958,67,7
7320,tt8262118,39,18
7321,tt8264546,71,429
7322,tt8266010,68,118
7323,tt8269174,36,26
7324,tt8299306,55,55
7325,tt8308174,63,163
7326,tt8315302,66,8
7327,tt8333790,33,25
7328,tt8343294,25,53
7329,tt8343828,69,11
7330,tt8359898,86,41
7331,tt8365160,73,16
7332,tt8366766,53,220
7333,tt8382192,61,11
7334,tt8383050,71,16
7335,tt8383656,60,56
7336,tt8384842,81,7
7337,tt8390722,70,7
7338,tt8408458,69,36
7339,tt8413018,94,5
7340,tt8427178,91,62
7341,tt8431380,75,8
7342,tt8435932,60,108
7343,tt8451722,61,104
7344,tt8468004,62,5
7345,tt8489104,74,37
7346,tt8510674,31,49
7347,tt8517704,83,14
7348,tt8528230,57,61
7349,tt8532152,52,6
7350,tt8545394,60,48
7351,tt8551054,43,79
7352,tt8571578,69,13
7353,tt8589056,69,8
